_id,city,salary,experience,education,company,companyType,salary_type,salary_min,salary_max,province,is_outlier
361186625dbbc6254e43f4f1ce55dae2kL,O198,60-65元/时,Eas,Gx,company_147362,type_SkCZro,H,120000,130000,O,False
25f8097c429673c6c89f1c8572437664Ak,O198,130-180元/天,EKk,Gx,company_097672,type_MhfbrD,D,32500,45000,O,False
4c85da138b57322843392ae14d195e6dKl,N806,100-150元/天,Eby,GP,company_221264,type_BLfSmG,D,25000,37500,N,False
4c85da138b57322843392ae14d195e6dKl,N806,100-150元/天,Eby,GP,company_298725,type_qGLNuz,D,25000,37500,N,False
49edbee9ee3c947a27db18b67ef2916afk,N806,40-45元/时,EdD,GI,company_376013,type_NKZQoO,H,80000,90000,N,False
c11146a507f82b62aee9f4b81f6f3223Sy,N806,20-40元/时,EdD,GP,company_304648,type_euNhiG,H,40000,80000,N,False
c426e6695f91852a0f232bec3bf2ec82GE,N806,80-120元/天,Eby,GP,company_779784,type_qhLBWb,D,20000,30000,N,False
c426e6695f91852a0f232bec3bf2ec82GE,N806,100-110元/天,Eby,GP,company_834188,type_qnHODO,D,25000,27500,N,False
473a3740ddf3fbd3fd83726d2cafe70dxp,N806,120-150元/天,Eby,GP,company_838738,type_pmgfTy,D,30000,37500,N,False
473a3740ddf3fbd3fd83726d2cafe70dxp,N806,150-200元/天,Eby,GP,company_468333,type_BLfSmG,D,37500,50000,N,False
dface8469dd1315170c2980c12ee4b9dzl,N806,70-120元/时,EdD,GP,company_609916,type_qrSFSq,H,140000,240000,N,False
dface8469dd1315170c2980c12ee4b9dzl,N806,150-200元/天,Eby,GP,company_028493,type_qrSFSq,D,37500,50000,N,False
dface8469dd1315170c2980c12ee4b9dzl,N806,100-200元/天,Eby,Gw,company_658693,type_qrSFSq,D,25000,50000,N,False
03ad994b5118076cd8c9be5f720d9bf3zy,N806,30-40元/时,EdD,Gx,company_750760,type_lOdYUb,H,60000,80000,N,False
03ad994b5118076cd8c9be5f720d9bf3zy,N806,120-180元/天,Eby,GP,company_938178,type_rEfHmL,D,30000,45000,N,False
03ad994b5118076cd8c9be5f720d9bf3zy,N806,150-200元/天,Eby,GP,company_206665,type_MDYYNy,D,37500,50000,N,False
7ae5b6236ba401270599c65d8d71005cer,N806,100-150元/天,Eby,GP,company_801283,type_qhLBWb,D,25000,37500,N,False
d36a17b71e0b1d407c632cfd9bbd0fefjh,N806,150-200元/天,Eby,GP,company_377187,type_BLfSmG,D,37500,50000,N,False
8702be1dd79bf993290f18a6a1d86cb2Wq,N806,260-350元/天,Eby,GP,company_978473,type_qrSFSq,D,65000,87500,N,False
8702be1dd79bf993290f18a6a1d86cb2Wq,N806,20-30元/时,EKk,GP,company_638431,type_cPyqFN,H,40000,60000,N,False
92978e6e038ba6f8fe07b305f339b0f0bl,N806,160-170元/天,EdD,GI,company_082782,type_HfjYoW,D,40000,42500,N,False
92978e6e038ba6f8fe07b305f339b0f0bl,N806,180-200元/天,Eby,GJ,company_283787,type_lIjlkP,D,45000,50000,N,False
080c3215af26a8fb957deb3adeda269fxk,N806,120-150元/天,Eby,GP,company_374593,type_cgjjyf,D,30000,37500,N,False
080c3215af26a8fb957deb3adeda269fxk,N806,170-180元/天,Eby,GP,company_982527,type_lOdYUb,D,42500,45000,N,False
080c3215af26a8fb957deb3adeda269fxk,N806,130-150元/天,Eby,GP,company_239143,type_plzlSo,D,32500,37500,N,False
080c3215af26a8fb957deb3adeda269fxk,N806,180-230元/天,Eby,GP,company_484930,type_kCYTOy,D,45000,57500,N,False
080c3215af26a8fb957deb3adeda269fxk,N806,100-150元/天,Eby,GP,company_242497,type_SNJDAt,D,25000,37500,N,False
080c3215af26a8fb957deb3adeda269fxk,N806,130-150元/天,Eby,GP,company_484587,type_YgqIFe,D,32500,37500,N,False
3fd63552b78084a7fa0cdaeb040ea59fdD,N806,120-230元/天,Eby,GP,company_227984,type_SNJDAt,D,30000,57500,N,False
d9f429b9c373bef2ecf54ac73e4b7831SL,N806,100-200元/天,EdD,GP,company_541721,type_qhLBWb,D,25000,50000,N,False
4946c60911383b69f0756c3552615c74Kb,N806,100-150元/天,EdD,GP,company_628305,type_ruszQK,D,25000,37500,N,False
1107303ead66d03430a510dee038c7b1uo,N806,120-180元/天,Eby,GP,company_951721,type_uTAWZv,D,30000,45000,N,False
cf8025d88a7ef18800686dbd36ecfae1dF,N806,50-80元/时,Eas,GI,company_531354,type_lOdYUb,H,100000,160000,N,False
cf8025d88a7ef18800686dbd36ecfae1dF,N806,50-100元/时,Eas,Gx,company_355689,type_lOdYUb,H,100000,200000,N,False
1dafd951a02a669de3fc947a23e1ee24MX,N806,60-150元/时,EKk,GI,company_370298,type_qhLBWb,H,120000,300000,N,False
a7ce93b63f12684e9022b4e772da1f90QN,N806,50-100元/时,EdD,GI,company_526945,type_qhLBWb,H,100000,200000,N,False
4ec8f9d51f30f104abab956fde878822iH,N806,120-150元/时,EKk,GI,company_630420,type_lOdYUb,H,240000,300000,N,False
a7ce93b63f12684e9022b4e772da1f90QN,N806,70-150元/时,EKk,GI,company_319363,type_lOdYUb,H,140000,300000,N,False
4ec8f9d51f30f104abab956fde878822iH,N806,180-300元/天,Eas,GI,company_853192,type_lOdYUb,D,45000,75000,N,False
a7ce93b63f12684e9022b4e772da1f90QN,N806,30-150元/时,EzN,Gx,company_648394,type_lOdYUb,H,60000,300000,N,False
a7ce93b63f12684e9022b4e772da1f90QN,N806,50-100元/时,Eas,Gx,company_045546,type_lOdYUb,H,100000,200000,N,False
4ec8f9d51f30f104abab956fde878822iH,N806,20-100元/时,EdD,GI,company_110870,type_qhLBWb,H,40000,200000,N,False
a7ce93b63f12684e9022b4e772da1f90QN,N806,50-150元/时,Eby,GZ,company_142487,type_OGhnqx,H,100000,300000,N,False
62c341afd686626e372fcfdfc6091dd7RX,N806,50-55元/时,Eas,Gx,company_226978,type_DNepgK,H,100000,110000,N,False
1dafd951a02a669de3fc947a23e1ee24MX,N806,60-150元/时,EKk,GI,company_655347,type_lOdYUb,H,120000,300000,N,False
62c341afd686626e372fcfdfc6091dd7RX,N806,100-600元/天,EdD,Gx,company_020591,type_uipXwT,D,25000,150000,N,False
ce864a1152f21bdf61a97321306ec1ccno,N806,200-400元/天,Eby,GP,company_024366,type_DNepgK,D,50000,100000,N,False
2df5bd99422fcc772154210092696df1Xx,N806,40-45元/时,EdD,Gy,company_358385,type_qhLBWb,H,80000,90000,N,False
dc4df1f4560ca4fd32a5dfcd8f115d21Lx,N806,90-100元/天,EdD,GP,company_792754,type_qhLBWb,D,22500,25000,N,False
8bc2601dfe86b831e3bb23ac598218cbIs,N806,25-40元/时,EdD,GP,company_869169,type_vjgYNw,H,50000,80000,N,False
8bc2601dfe86b831e3bb23ac598218cbIs,N806,25-30元/时,EdD,GP,company_382760,type_fFlUqG,H,50000,60000,N,False
5064c34286de0a0fa07ec216e1bbd200WV,N806,150-200元/天,Eby,GP,company_973703,type_vrMpBQ,D,37500,50000,N,False
8d32b4d89b3145829cd3e57304c480cdQR,N806,150-200元/天,Eby,GP,company_847306,type_lIjlkP,D,37500,50000,N,False
d97b0b287ae676e1ab9e671aeb5da664YK,N806,250-350元/天,Eby,GP,company_556847,type_ZcPYrP,D,62500,87500,N,False
9904020341cefe824be71f68c5c4ab1bWw,N806,120-170元/天,Eby,GP,company_701165,type_BmzsHA,D,30000,42500,N,False
15d3753085d386f193e30f663a2137a2iY,N806,100-150元/天,Eby,Gw,company_887895,type_BByMdf,D,25000,37500,N,False
15d3753085d386f193e30f663a2137a2iY,N806,70-140元/天,Eby,GP,company_296336,type_BByMdf,D,17500,35000,N,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,N806,60-110元/天,Eby,Gw,company_972561,type_BByMdf,D,15000,27500,N,False
dd2e98c9f488036a4c18ff411ffac2a8Xy,N806,60-110元/天,Eby,GP,company_173446,type_BByMdf,D,15000,27500,N,False
262bf246648d2ce6afdbb1658d3d2c45Uv,N806,200-210元/天,Eby,Gw,company_717246,type_BByMdf,D,50000,52500,N,False
531425c06692b5cd9fc25d3570f91b58tO,N806,150-200元/天,Eby,GP,company_838912,type_BByMdf,D,37500,50000,N,False
262bf246648d2ce6afdbb1658d3d2c45Uv,N806,100-150元/天,Eby,Gw,company_558288,type_BByMdf,D,25000,37500,N,False
531425c06692b5cd9fc25d3570f91b58tO,N806,100-150元/天,Eby,Gw,company_085547,type_BByMdf,D,25000,37500,N,False
262bf246648d2ce6afdbb1658d3d2c45Uv,N806,150-200元/天,Eby,Gw,company_649124,type_BByMdf,D,37500,50000,N,False
262bf246648d2ce6afdbb1658d3d2c45Uv,N806,100-110元/天,Eby,GP,company_509513,type_BByMdf,D,25000,27500,N,False
531425c06692b5cd9fc25d3570f91b58tO,N806,100-150元/天,Eby,Gw,company_053312,type_BByMdf,D,25000,37500,N,False
531425c06692b5cd9fc25d3570f91b58tO,N806,130-230元/天,Eby,GP,company_792557,type_BByMdf,D,32500,57500,N,False
531425c06692b5cd9fc25d3570f91b58tO,N806,150-200元/天,Eby,GP,company_540067,type_BByMdf,D,37500,50000,N,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,N806,100-200元/天,Eby,GP,company_348730,type_BByMdf,D,25000,50000,N,False
874204741cce2c5a4439e449042a6c44ej,S542,100-200元/天,Eby,GP,company_928517,type_CbBLwi,D,25000,50000,S,False
c226e474779045aae779b77b74d99a05UR,S542,80-150元/天,Eby,GP,company_152858,type_lOdYUb,D,20000,37500,S,False
874204741cce2c5a4439e449042a6c44ej,S542,100-120元/天,Eby,GP,company_096263,type_CbBLwi,D,25000,30000,S,False
482f80be00d24de7039bf54746f358adnW,S542,150-170元/天,Eby,GJ,company_408645,type_CbBLwi,D,37500,42500,S,False
482f80be00d24de7039bf54746f358adnW,S542,140-200元/天,Eby,GP,company_661178,type_BLfSmG,D,35000,50000,S,False
b2ee12a411cbfab4f81ce05ff67464dbOY,S542,100-150元/天,Eby,GP,company_846738,type_QbeiZo,D,25000,37500,S,False
3896ac0c41340ac06686eb161a775aa6kx,S542,180-200元/天,Eby,GP,company_746373,type_CbBLwi,D,45000,50000,S,False
3896ac0c41340ac06686eb161a775aa6kx,S542,120-150元/天,Eby,GP,company_074939,type_BLfSmG,D,30000,37500,S,False
482f80be00d24de7039bf54746f358adnW,S542,100-150元/天,Eby,GP,company_952266,type_CbBLwi,D,25000,37500,S,False
b1e0e6b7bb4f6bc7a9bf6e222edbbabcAy,S542,100-200元/天,Eby,GP,company_220216,type_IWPTYt,D,25000,50000,S,False
3896ac0c41340ac06686eb161a775aa6kx,S542,100-150元/天,Eby,GP,company_817910,type_CbBLwi,D,25000,37500,S,False
482f80be00d24de7039bf54746f358adnW,S542,140-160元/天,Eby,GP,company_054673,type_SNJDAt,D,35000,40000,S,False
ca703bb7825cce9999c1d3b71da5b747wR,S542,150-200元/天,Eby,GP,company_176811,type_cPyqFN,D,37500,50000,S,False
ca703bb7825cce9999c1d3b71da5b747wR,S542,150-230元/天,Eby,GP,company_177643,type_CbBLwi,D,37500,57500,S,False
6951495c1941499b294fcec5f33cd242wQ,S542,150-200元/天,Eby,GP,company_036284,type_CbBLwi,D,37500,50000,S,False
ca703bb7825cce9999c1d3b71da5b747wR,S542,100-200元/天,Eby,GP,company_884511,type_IFmZvL,D,25000,50000,S,False
40de933cee0814950f216d3e7dfbed5dSH,S542,15-25元/时,EdD,Gx,company_323818,type_plzlSo,H,30000,50000,S,False
25faefeab7ae6c60685c1182076e21dbnP,S542,50-120元/时,EdD,GP,company_375202,type_bMIeXj,H,100000,240000,S,False
3896ac0c41340ac06686eb161a775aa6kx,S542,180-200元/天,Eby,GP,company_090016,type_BLfSmG,D,45000,50000,S,False
143594a38184724594778ca447bc06fcwe,S542,150-260元/天,Eby,GP,company_068667,type_UUMBcC,D,37500,65000,S,False
71f952e353628d7e2f40d40038b09ac2Tn,S542,60-150元/时,EzN,Gx,company_267773,type_CbBLwi,H,120000,300000,S,False
ef7345d55a0373ab32874151f895a9c0Os,S542,100-120元/天,Eby,GP,company_193385,type_BLfSmG,D,25000,30000,S,False
c874e6878581ed6ab9dc0e3d24389b30tw,S542,200-250元/天,Eby,GP,company_622815,type_uipXwT,D,50000,62500,S,False
9e7afc7cdb61931eb7d2cc8398b80ecfSQ,S542,15-25元/时,Eas,GI,company_139261,type_lOdYUb,H,30000,50000,S,False
a8893224fdccd8ab322e266434d54471Lw,S542,130-160元/天,Eby,GP,company_341061,type_xjtctu,D,32500,40000,S,False
3f872915752014a99a1396866f96bc72hj,S542,210-300元/天,Eby,GP,company_171357,type_qhLBWb,D,52500,75000,S,False
3f872915752014a99a1396866f96bc72hj,S542,100-150元/天,Eby,GP,company_242063,type_BLfSmG,D,25000,37500,S,False
3f8a23f817ba0bc38f071c1f282e0804Mo,S542,100-150元/天,Eby,GP,company_173328,type_CbBLwi,D,25000,37500,S,False
79977d206c55c53546e52e9a1e8f9c14qP,S542,150-180元/天,Eby,GP,company_013798,type_BLfSmG,D,37500,45000,S,False
79977d206c55c53546e52e9a1e8f9c14qP,S542,150-200元/天,Eby,GP,company_711282,type_QbeiZo,D,37500,50000,S,False
79977d206c55c53546e52e9a1e8f9c14qP,S542,100-110元/天,Eby,GP,company_082259,type_LPhcvI,D,25000,27500,S,False
79977d206c55c53546e52e9a1e8f9c14qP,S542,100-120元/天,Eby,GP,company_497321,type_CbBLwi,D,25000,30000,S,False
cafb02547c249b71faeb52fa6bb61dedxX,S542,80-120元/天,Eby,GP,company_642222,type_lYwbWD,D,20000,30000,S,False
de671cd5c52f786f06daa0c40bb7a4fasU,S542,100-150元/天,Eby,GP,company_356218,type_IWPTYt,D,25000,37500,S,False
509aac560e44b8f0251cb36f60b9c9abrK,S542,150-300元/天,Eby,GP,company_093279,type_CbBLwi,D,37500,75000,S,False
39bb73f0eb887fa83a22fce8484b15b7Gu,S542,200-350元/天,Eby,GP,company_506178,type_MmKysX,D,50000,87500,S,False
9d882fdddd342c52680b0075175820d5zT,S542,150-300元/天,Eby,GP,company_821112,type_rEfHmL,D,37500,75000,S,False
c8e3d9e8578a2298d2f7e615aac41f0axF,S542,80-160元/天,Eby,GP,company_963158,type_lOdYUb,D,20000,40000,S,False
534153744af8afe2c702dac2f551bb52kB,S542,140-150元/天,Eby,GP,company_181433,type_fWnADK,D,35000,37500,S,False
c71ad6ddfcec9c1354286aead0685969fV,S542,200-300元/天,EdD,GP,company_902276,type_BLfSmG,D,50000,75000,S,False
c71ad6ddfcec9c1354286aead0685969fV,S542,100-120元/时,Eas,GP,company_026668,type_IWPTYt,H,200000,240000,S,False
c71ad6ddfcec9c1354286aead0685969fV,S542,100-150元/天,Eby,GP,company_090195,type_bMIeXj,D,25000,37500,S,False
1cfefda1b650f429ce0b4a273b264e70QN,S542,100-150元/天,Eby,GP,company_647432,type_qrSFSq,D,25000,37500,S,False
1b630a56b891fb187d5a5b4d4b4c8ab0bV,S542,35-55元/时,EdD,GP,company_136628,type_rEfHmL,H,70000,110000,S,False
1b630a56b891fb187d5a5b4d4b4c8ab0bV,S542,100-150元/天,Eby,GP,company_286447,type_BLfSmG,D,25000,37500,S,False
03ad994b5118076cd8c9be5f720d9bf3zy,S542,100-150元/天,Eby,GP,company_422750,type_rEfHmL,D,25000,37500,S,False
edfdae20fa2c389f4f33bf0021264abcnx,S542,50-200元/天,EKk,GP,company_768766,type_kCfcsh,D,12500,50000,S,False
edfdae20fa2c389f4f33bf0021264abcnx,S542,200-300元/天,EdD,GP,company_620771,type_BLfSmG,D,50000,75000,S,False
edfdae20fa2c389f4f33bf0021264abcnx,S542,25-30元/时,EdD,GP,company_424917,type_lOdYUb,H,50000,60000,S,False
3074a999bf2e999078cceedda916d3bfwk,S542,75-120元/时,Eqh,GP,company_826819,type_HfjYoW,H,150000,240000,S,False
07be0b2bf62207bd9e861534e5e53168sg,S542,150-200元/天,Eby,GP,company_413906,type_amzGIA,D,37500,50000,S,False
0cf5da7bb05dfb15718653637b8df718vT,S542,140-150元/天,Eby,GP,company_040666,type_HfjYoW,D,35000,37500,S,False
76b78c5d7d8ff1f1be59bba95db2adbbBV,S542,170-200元/天,Eby,GP,company_848512,type_yZblEo,D,42500,50000,S,False
8a6ed1d6ce11578d39635ef008e7cb2fOq,S542,200-300元/天,Eby,GP,company_115783,type_yZblEo,D,50000,75000,S,False
cc2326bc8c8c1f19700223a3af6ce119Vu,S542,90-110元/天,Eby,GP,company_576032,type_PkWZvJ,D,22500,27500,S,False
197912d000fd1ef402411b6ebe142b37Ji,S542,150-300元/天,Eby,GP,company_765809,type_IWPTYt,D,37500,75000,S,False
7499e1d2a946446d42810595a69dbd7eRb,S542,150-200元/天,Eby,GP,company_895414,type_YOHpQY,D,37500,50000,S,False
4f314d5bb5bf2e4a38012efed9096dc0zx,S959,150-160元/天,Eby,GP,company_544865,type_IWPTYt,D,37500,40000,S,False
ca703bb7825cce9999c1d3b71da5b747wR,S959,100-110元/天,Eby,GP,company_971195,type_cPyqFN,D,25000,27500,S,False
42979970aa4341050996f71d3a9fa37fCW,S959,100-150元/天,Eby,GP,company_112607,type_MPxoTH,D,25000,37500,S,False
d4e8ee4d6efc1848022b35c7a9eed5d8gp,S959,150-200元/天,Eby,GP,company_605061,type_CbBLwi,D,37500,50000,S,False
a6d0b2b40a2adeb2c8873a8b61cb5b17OT,S959,150-200元/天,Eby,GP,company_282976,type_xjtctu,D,37500,50000,S,False
a6d0b2b40a2adeb2c8873a8b61cb5b17OT,S959,70-120元/天,Eby,GP,company_554653,type_xjtctu,D,17500,30000,S,False
da7d1b1ce8fde63a5808c65adc6968c9RH,S959,100-150元/天,Eby,GP,company_844701,type_xjtctu,D,25000,37500,S,False
9a1f06e20b8ca4b29365facd8e6d3d2acj,S959,80-150元/天,Eby,GP,company_797582,type_Hzhxlm,D,20000,37500,S,False
3be3c17c76447be6f22b5a7fc3eee10avb,S959,170-180元/天,EdD,Gx,company_433808,type_lwxCGv,D,42500,45000,S,False
ef7345d55a0373ab32874151f895a9c0Os,S959,120-150元/天,Eby,GP,company_271639,type_HfjYoW,D,30000,37500,S,False
edb8f555c04b654d9b005d76b63ffc76rZ,S959,75-150元/时,EdD,GP,company_817554,type_lOdYUb,H,150000,300000,S,False
edb8f555c04b654d9b005d76b63ffc76rZ,S959,150-400元/天,EdD,GP,company_476250,type_lOdYUb,D,37500,100000,S,False
edb8f555c04b654d9b005d76b63ffc76rZ,S959,20-35元/时,EdD,GP,company_696149,type_Hzhxlm,H,40000,70000,S,False
15d3753085d386f193e30f663a2137a2iY,S959,80-100元/天,Eby,GP,company_297518,type_BByMdf,D,20000,25000,S,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,S959,100-200元/天,Eby,GP,company_354059,type_BByMdf,D,25000,50000,S,False
af18de69727a6f4ef25eb79115e877afIO,S959,80-100元/天,Eby,GP,company_589738,type_SNJDAt,D,20000,25000,S,False
531425c06692b5cd9fc25d3570f91b58tO,S959,100-200元/天,Eby,Gw,company_603879,type_SNJDAt,D,25000,50000,S,False
e06f66a18c2de42f9a01e3dcb013e0easm,S959,100-150元/天,Eby,GP,company_422783,type_lwxCGv,D,25000,37500,S,False
262bf246648d2ce6afdbb1658d3d2c45Uv,S959,100-200元/天,Eby,Gw,company_820531,type_BByMdf,D,25000,50000,S,False
982813728bebc333f2da7563fa87da9fPa,S959,50-60元/天,Eby,GP,company_729312,type_LPhcvI,D,12500,15000,S,False
c02e3f2283fc884b73951a20464246efcQ,S959,200-240元/天,Eas,Gx,company_653878,type_LPhcvI,D,50000,60000,S,False
910fd1fe7fd62fd3b95b49941a65f314Vj,S959,50-80元/天,Eby,GP,company_589693,type_LPhcvI,D,12500,20000,S,False
357b6e22304e1fba993bb725e5c00276aY,S959,20-25元/时,EdD,GP,company_078663,type_kCfcsh,H,40000,50000,S,False
357b6e22304e1fba993bb725e5c00276aY,S959,150-230元/天,Eby,GP,company_399304,type_GXFMik,D,37500,57500,S,False
60c6474b81b3f7d33f6da74e41ec9bbeeO,S959,140-150元/天,EdD,GP,company_521613,type_GXFMik,D,35000,37500,S,False
e4b66c8e5feb0fd81e843e465815ddddGb,S959,100-170元/天,Eby,GP,company_540167,type_PCcrub,D,25000,42500,S,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,S959,150-300元/天,Eby,GP,company_634472,type_lOdYUb,D,37500,75000,S,False
c2d067b83ffd006ba0e4271938cca897Et,S959,100-120元/天,Eby,GP,company_231077,type_oWxwZg,D,25000,30000,S,False
ee27ee0c427d242355491c07e8fa80ddzj,S959,60-120元/天,Eby,GP,company_040183,type_oWxwZg,D,15000,30000,S,False
525d6818b085d48414533475aff3f92eiJ,S959,230-460元/天,Eby,GP,company_600868,type_uTAWZv,D,57500,115000,S,False
396db532782b68712e1b5d534ebb0e1bOA,S959,100-300元/天,EdD,GP,company_920730,type_HtAHwu,D,25000,75000,S,False
e1d1a2b35b4e4846b34a2f0549efc56bKd,S959,180-250元/天,Eby,GP,company_281278,type_HfjYoW,D,45000,62500,S,False
5f0a1063f880bf0aff00ca4bdea85623Ha,S959,40-60元/时,EdD,GI,company_650570,type_lOdYUb,H,80000,120000,S,False
13eac268bcc73529f5806311a1f65002tg,S959,50-70元/时,EdD,Gy,company_508615,type_lOdYUb,H,100000,140000,S,False
bfbc45b05c5a4425210cd2cb3d84ae09GC,S959,35-40元/时,EdD,GP,company_123088,type_pmgfTy,H,70000,80000,S,False
cdb6e01527a77d5a9878138b46dedd99uS,S959,100-120元/天,EdD,GP,company_992244,type_lOdYUb,D,25000,30000,S,False
b223eb44fec9518682e54ab46ec9b42dcw,S959,60-80元/时,Eqh,Gx,company_240778,type_GNLkvm,H,120000,160000,S,False
ec7b93412bfd91c7ef4113fae9f43bbbhG,S959,80-160元/天,Eby,GP,company_597481,type_YOHpQY,D,20000,40000,S,False
18f1e1708d0e9bf4bd3dc8ca18e96df9Ov,S959,120-130元/天,Eby,GP,company_010079,type_fWnADK,D,30000,32500,S,False
9f886439f15f3c3c2b24840763edfcdbrG,S959,80-90元/天,Eby,GP,company_694635,type_fWnADK,D,20000,22500,S,False
534153744af8afe2c702dac2f551bb52kB,S959,60-70元/天,Eby,GP,company_054761,type_fWnADK,D,15000,17500,S,False
534153744af8afe2c702dac2f551bb52kB,S959,60-90元/天,Eby,GP,company_023779,type_fWnADK,D,15000,22500,S,False
5c98eec200d2c641c05c2a272576175ddv,S959,150-200元/天,Eby,GP,company_897699,type_lYwbWD,D,37500,50000,S,False
534153744af8afe2c702dac2f551bb52kB,S959,50-100元/天,Eby,GP,company_866458,type_fWnADK,D,12500,25000,S,False
534153744af8afe2c702dac2f551bb52kB,S959,50-100元/天,Eby,GP,company_147923,type_fWnADK,D,12500,25000,S,False
22195057d95242fc54eb62b3723713efVJ,S959,50-400元/天,EdD,GP,company_183605,type_BLfSmG,D,12500,100000,S,False
631a9ba8a33a19b1a2f6905c7714db75Jb,S959,80-100元/天,Eby,GP,company_913527,type_Hzhxlm,D,20000,25000,S,False
d77997be69133aa7af4aed14fb1afeecvi,S959,120-150元/时,EdD,Gx,company_647720,type_plzlSo,H,240000,300000,S,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,S959,80-100元/天,Eby,GP,company_514854,type_lwxCGv,D,20000,25000,S,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,S959,70-90元/天,Eby,GJ,company_629434,type_ZcPYrP,D,17500,22500,S,False
7108dc75bfcbf5e7c2eedaf5ebce2de9dw,S959,100-150元/天,Eby,GP,company_301158,type_CbBLwi,D,25000,37500,S,False
61f46ba981ced5311cb80702d5f02f69At,S959,20-25元/时,EdD,GP,company_089215,type_qrSFSq,H,40000,50000,S,False
0dd1631e87cf01cf989d583a658b6018Ij,S959,180-260元/天,Eby,GP,company_406672,type_fFlUqG,D,45000,65000,S,False
600a4de652c1b94b122b5b1a72cdf8baqf,S959,150-400元/天,EdD,GP,company_554683,type_qnHODO,D,37500,100000,S,False
1b63b51a31dd9fb32363af2c2908c55eCb,S959,80-120元/天,EdD,GI,company_234139,type_pmgfTy,D,20000,30000,S,False
3bb33fce4818ece3d3df801d0d8705b5WJ,S959,150-200元/天,Eby,GP,company_861149,type_PkWZvJ,D,37500,50000,S,False
3bb33fce4818ece3d3df801d0d8705b5WJ,S959,200-250元/天,Eby,GP,company_361889,type_BPRUkx,D,50000,62500,S,False
3bb33fce4818ece3d3df801d0d8705b5WJ,S959,400-500元/天,Eby,GP,company_258342,type_gtGYMQ,D,100000,125000,S,False
1191e6eb34541653a48178c834cc65faIi,S959,50-55元/时,Eas,Gx,company_296046,type_qrSFSq,H,100000,110000,S,False
9bd8a3072d083bf92e47dfcca71a1b9doM,S959,260-310元/天,Eby,GP,company_938287,type_HcIRlZ,D,65000,77500,S,False
361186625dbbc6254e43f4f1ce55dae2kL,S959,120-150元/时,EdD,Gx,company_203564,type_qrSFSq,H,240000,300000,S,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,S959,120-150元/天,Eby,GP,company_213419,type_vrMpBQ,D,30000,37500,S,False
84dbdf56ea2df1cb575a5e9ade6867f7QS,R892,350-400元/天,Eas,GI,company_574698,type_CbBLwi,D,87500,100000,R,False
14048d07f6236aea0f8b7b390d680e7blh,R892,140-150元/天,Eby,GP,company_290588,type_BLfSmG,D,35000,37500,R,False
686a3204631f31cb73834f7d3f91a741PE,R892,100-150元/天,Eby,GP,company_189656,type_BLfSmG,D,25000,37500,R,False
686a3204631f31cb73834f7d3f91a741PE,R892,100-150元/天,Eby,GP,company_657865,type_MPxoTH,D,25000,37500,R,False
02e9c21342c88515b4fa7e525d9ac652bO,R892,100-150元/天,Eby,GP,company_217787,type_CbBLwi,D,25000,37500,R,False
dface8469dd1315170c2980c12ee4b9dzl,R892,150-200元/天,Eby,GP,company_818784,type_qrSFSq,D,37500,50000,R,False
dface8469dd1315170c2980c12ee4b9dzl,R892,90-120元/天,Eby,GP,company_230611,type_qrSFSq,D,22500,30000,R,False
03ad994b5118076cd8c9be5f720d9bf3zy,R892,50-100元/天,Eby,GP,company_118428,type_cPyqFN,D,12500,25000,R,False
03ad994b5118076cd8c9be5f720d9bf3zy,R892,100-400元/天,EdD,GI,company_179689,type_MDYYNy,D,25000,100000,R,False
d36a17b71e0b1d407c632cfd9bbd0fefjh,R892,20-25元/时,EdD,GP,company_172439,type_qrSFSq,H,40000,50000,R,False
1b630a56b891fb187d5a5b4d4b4c8ab0bV,R892,20-25元/时,Eqh,GI,company_841948,type_pmgfTy,H,40000,50000,R,False
bfbc45b05c5a4425210cd2cb3d84ae09GC,R892,80-100元/天,EdD,GP,company_514714,type_xfFBgF,D,20000,25000,R,False
1896702325cd9faeb5028da0562d396eUp,R892,150-160元/天,Eas,Gx,company_029714,type_ruszQK,D,37500,40000,R,False
92978e6e038ba6f8fe07b305f339b0f0bl,R892,90-100元/天,Eby,GP,company_470421,type_iQQmHS,D,22500,25000,R,False
92978e6e038ba6f8fe07b305f339b0f0bl,R892,60-70元/天,Eby,GP,company_519345,type_HfjYoW,D,15000,17500,R,False
d4c894e72cbcba3ee54f16b94c185a4bJB,R892,150-200元/天,Eby,GP,company_239393,type_HfjYoW,D,37500,50000,R,False
080c3215af26a8fb957deb3adeda269fxk,R892,80-100元/天,Eby,GP,company_644857,type_UUMBcC,D,20000,25000,R,False
080c3215af26a8fb957deb3adeda269fxk,R892,50-60元/天,Eby,GP,company_298645,type_qrSFSq,D,12500,15000,R,False
62309056c4ec13097abf21bc13e98efcHQ,R892,15-20元/时,EdD,GP,company_704269,type_qGLNuz,H,30000,40000,R,False
62309056c4ec13097abf21bc13e98efcHQ,R892,110-150元/天,Eby,Gw,company_320667,type_CbBLwi,D,27500,37500,R,False
